hourly_counts,date_time,year,month,month_day,week_day,hour,sensor_id,sensor_name
3939,28/07/2016 17:00,2016,July,28,Thursday,17,13,Flagstaff Station
1764,28/07/2016 18:00,2016,July,28,Thursday,18,13,Flagstaff Station
586,28/07/2016 19:00,2016,July,28,Thursday,19,13,Flagstaff Station
370,28/07/2016 20:00,2016,July,28,Thursday,20,13,Flagstaff Station
232,28/07/2016 21:00,2016,July,28,Thursday,21,13,Flagstaff Station
190,28/07/2016 22:00,2016,July,28,Thursday,22,13,Flagstaff Station
121,28/07/2016 23:00,2016,July,28,Thursday,23,13,Flagstaff Station
71,29/07/2016 00:00,2016,July,29,Friday,0,13,Flagstaff Station
29,29/07/2016 01:00,2016,July,29,Friday,1,13,Flagstaff Station
13,29/07/2016 02:00,2016,July,29,Friday,2,13,Flagstaff Station
13,29/07/2016 03:00,2016,July,29,Friday,3,13,Flagstaff Station
21,29/07/2016 04:00,2016,July,29,Friday,4,13,Flagstaff Station
115,29/07/2016 05:00,2016,July,29,Friday,5,13,Flagstaff Station
671,29/07/2016 06:00,2016,July,29,Friday,6,13,Flagstaff Station
2198,29/07/2016 07:00,2016,July,29,Friday,7,13,Flagstaff Station
4709,29/07/2016 08:00,2016,July,29,Friday,8,13,Flagstaff Station
2631,29/07/2016 09:00,2016,July,29,Friday,9,13,Flagstaff Station
962,29/07/2016 10:00,2016,July,29,Friday,10,13,Flagstaff Station
891,29/07/2016 11:00,2016,July,29,Friday,11,13,Flagstaff Station
1260,29/07/2016 12:00,2016,July,29,Friday,12,13,Flagstaff Station
1314,29/07/2016 13:00,2016,July,29,Friday,13,13,Flagstaff Station
1048,29/07/2016 14:00,2016,July,29,Friday,14,13,Flagstaff Station
1356,29/07/2016 15:00,2016,July,29,Friday,15,13,Flagstaff Station
2533,29/07/2016 16:00,2016,July,29,Friday,16,13,Flagstaff Station
3272,29/07/2016 17:00,2016,July,29,Friday,17,13,Flagstaff Station
1486,29/07/2016 18:00,2016,July,29,Friday,18,13,Flagstaff Station
591,29/07/2016 19:00,2016,July,29,Friday,19,13,Flagstaff Station
356,29/07/2016 20:00,2016,July,29,Friday,20,13,Flagstaff Station
345,29/07/2016 21:00,2016,July,29,Friday,21,13,Flagstaff Station
302,29/07/2016 22:00,2016,July,29,Friday,22,13,Flagstaff Station
191,29/07/2016 23:00,2016,July,29,Friday,23,13,Flagstaff Station
140,30/07/2016 00:00,2016,July,30,Saturday,0,13,Flagstaff Station
76,30/07/2016 01:00,2016,July,30,Saturday,1,13,Flagstaff Station
39,30/07/2016 02:00,2016,July,30,Saturday,2,13,Flagstaff Station
27,30/07/2016 03:00,2016,July,30,Saturday,3,13,Flagstaff Station
15,30/07/2016 04:00,2016,July,30,Saturday,4,13,Flagstaff Station
24,30/07/2016 05:00,2016,July,30,Saturday,5,13,Flagstaff Station
53,30/07/2016 06:00,2016,July,30,Saturday,6,13,Flagstaff Station
138,30/07/2016 07:00,2016,July,30,Saturday,7,13,Flagstaff Station
234,30/07/2016 08:00,2016,July,30,Saturday,8,13,Flagstaff Station
277,30/07/2016 09:00,2016,July,30,Saturday,9,13,Flagstaff Station
242,30/07/2016 10:00,2016,July,30,Saturday,10,13,Flagstaff Station
340,30/07/2016 11:00,2016,July,30,Saturday,11,13,Flagstaff Station
295,30/07/2016 12:00,2016,July,30,Saturday,12,13,Flagstaff Station
325,30/07/2016 13:00,2016,July,30,Saturday,13,13,Flagstaff Station
362,30/07/2016 14:00,2016,July,30,Saturday,14,13,Flagstaff Station
277,30/07/2016 15:00,2016,July,30,Saturday,15,13,Flagstaff Station
285,30/07/2016 16:00,2016,July,30,Saturday,16,13,Flagstaff Station
267,30/07/2016 17:00,2016,July,30,Saturday,17,13,Flagstaff Station
242,30/07/2016 18:00,2016,July,30,Saturday,18,13,Flagstaff Station
279,30/07/2016 19:00,2016,July,30,Saturday,19,13,Flagstaff Station
177,30/07/2016 20:00,2016,July,30,Saturday,20,13,Flagstaff Station
161,30/07/2016 21:00,2016,July,30,Saturday,21,13,Flagstaff Station
237,30/07/2016 22:00,2016,July,30,Saturday,22,13,Flagstaff Station
194,30/07/2016 23:00,2016,July,30,Saturday,23,13,Flagstaff Station
142,31/07/2016 00:00,2016,July,31,Sunday,0,13,Flagstaff Station
77,31/07/2016 01:00,2016,July,31,Sunday,1,13,Flagstaff Station
48,31/07/2016 02:00,2016,July,31,Sunday,2,13,Flagstaff Station
60,31/07/2016 03:00,2016,July,31,Sunday,3,13,Flagstaff Station
42,31/07/2016 04:00,2016,July,31,Sunday,4,13,Flagstaff Station
30,31/07/2016 05:00,2016,July,31,Sunday,5,13,Flagstaff Station
34,31/07/2016 06:00,2016,July,31,Sunday,6,13,Flagstaff Station
46,31/07/2016 07:00,2016,July,31,Sunday,7,13,Flagstaff Station
131,31/07/2016 08:00,2016,July,31,Sunday,8,13,Flagstaff Station
189,31/07/2016 09:00,2016,July,31,Sunday,9,13,Flagstaff Station
292,31/07/2016 10:00,2016,July,31,Sunday,10,13,Flagstaff Station
240,31/07/2016 11:00,2016,July,31,Sunday,11,13,Flagstaff Station
246,31/07/2016 12:00,2016,July,31,Sunday,12,13,Flagstaff Station
291,31/07/2016 13:00,2016,July,31,Sunday,13,13,Flagstaff Station
251,31/07/2016 14:00,2016,July,31,Sunday,14,13,Flagstaff Station
266,31/07/2016 15:00,2016,July,31,Sunday,15,13,Flagstaff Station
267,31/07/2016 16:00,2016,July,31,Sunday,16,13,Flagstaff Station
253,31/07/2016 17:00,2016,July,31,Sunday,17,13,Flagstaff Station
212,31/07/2016 18:00,2016,July,31,Sunday,18,13,Flagstaff Station
134,31/07/2016 19:00,2016,July,31,Sunday,19,13,Flagstaff Station
142,31/07/2016 20:00,2016,July,31,Sunday,20,13,Flagstaff Station
114,31/07/2016 21:00,2016,July,31,Sunday,21,13,Flagstaff Station
99,31/07/2016 22:00,2016,July,31,Sunday,22,13,Flagstaff Station
101,31/07/2016 23:00,2016,July,31,Sunday,23,13,Flagstaff Station
37,01/08/2016 00:00,2016,August,1,Monday,0,13,Flagstaff Station
15,01/08/2016 01:00,2016,August,1,Monday,1,13,Flagstaff Station
18,01/08/2016 02:00,2016,August,1,Monday,2,13,Flagstaff Station
11,01/08/2016 03:00,2016,August,1,Monday,3,13,Flagstaff Station
8,01/08/2016 04:00,2016,August,1,Monday,4,13,Flagstaff Station
125,01/08/2016 05:00,2016,August,1,Monday,5,13,Flagstaff Station
682,01/08/2016 06:00,2016,August,1,Monday,6,13,Flagstaff Station
2792,01/08/2016 07:00,2016,August,1,Monday,7,13,Flagstaff Station
6798,01/08/2016 08:00,2016,August,1,Monday,8,13,Flagstaff Station
3470,01/08/2016 09:00,2016,August,1,Monday,9,13,Flagstaff Station
1023,01/08/2016 10:00,2016,August,1,Monday,10,13,Flagstaff Station
811,01/08/2016 11:00,2016,August,1,Monday,11,13,Flagstaff Station
1063,01/08/2016 12:00,2016,August,1,Monday,12,13,Flagstaff Station
1249,01/08/2016 13:00,2016,August,1,Monday,13,13,Flagstaff Station
1024,01/08/2016 14:00,2016,August,1,Monday,14,13,Flagstaff Station
1550,01/08/2016 15:00,2016,August,1,Monday,15,13,Flagstaff Station
3428,01/08/2016 16:00,2016,August,1,Monday,16,13,Flagstaff Station
5956,01/08/2016 17:00,2016,August,1,Monday,17,13,Flagstaff Station
2329,01/08/2016 18:00,2016,August,1,Monday,18,13,Flagstaff Station
877,01/08/2016 19:00,2016,August,1,Monday,19,13,Flagstaff Station
351,01/08/2016 20:00,2016,August,1,Monday,20,13,Flagstaff Station
248,01/08/2016 21:00,2016,August,1,Monday,21,13,Flagstaff Station
122,01/08/2016 22:00,2016,August,1,Monday,22,13,Flagstaff Station
90,01/08/2016 23:00,2016,August,1,Monday,23,13,Flagstaff Station
36,02/08/2016 00:00,2016,August,2,Tuesday,0,13,Flagstaff Station
16,02/08/2016 01:00,2016,August,2,Tuesday,1,13,Flagstaff Station
22,02/08/2016 02:00,2016,August,2,Tuesday,2,13,Flagstaff Station
8,02/08/2016 03:00,2016,August,2,Tuesday,3,13,Flagstaff Station
7,02/08/2016 04:00,2016,August,2,Tuesday,4,13,Flagstaff Station
131,02/08/2016 05:00,2016,August,2,Tuesday,5,13,Flagstaff Station
745,02/08/2016 06:00,2016,August,2,Tuesday,6,13,Flagstaff Station
2379,02/08/2016 07:00,2016,August,2,Tuesday,7,13,Flagstaff Station
5265,02/08/2016 08:00,2016,August,2,Tuesday,8,13,Flagstaff Station
2772,02/08/2016 09:00,2016,August,2,Tuesday,9,13,Flagstaff Station
1064,02/08/2016 10:00,2016,August,2,Tuesday,10,13,Flagstaff Station
965,02/08/2016 11:00,2016,August,2,Tuesday,11,13,Flagstaff Station
1365,02/08/2016 12:00,2016,August,2,Tuesday,12,13,Flagstaff Station
1576,02/08/2016 13:00,2016,August,2,Tuesday,13,13,Flagstaff Station
1045,02/08/2016 14:00,2016,August,2,Tuesday,14,13,Flagstaff Station
1268,02/08/2016 15:00,2016,August,2,Tuesday,15,13,Flagstaff Station
2554,02/08/2016 16:00,2016,August,2,Tuesday,16,13,Flagstaff Station
4110,02/08/2016 17:00,2016,August,2,Tuesday,17,13,Flagstaff Station
1920,02/08/2016 18:00,2016,August,2,Tuesday,18,13,Flagstaff Station
661,02/08/2016 19:00,2016,August,2,Tuesday,19,13,Flagstaff Station
381,02/08/2016 20:00,2016,August,2,Tuesday,20,13,Flagstaff Station
247,02/08/2016 21:00,2016,August,2,Tuesday,21,13,Flagstaff Station
189,02/08/2016 22:00,2016,August,2,Tuesday,22,13,Flagstaff Station
81,02/08/2016 23:00,2016,August,2,Tuesday,23,13,Flagstaff Station
54,03/08/2016 00:00,2016,August,3,Wednesday,0,13,Flagstaff Station
15,03/08/2016 01:00,2016,August,3,Wednesday,1,13,Flagstaff Station
12,03/08/2016 02:00,2016,August,3,Wednesday,2,13,Flagstaff Station
13,03/08/2016 03:00,2016,August,3,Wednesday,3,13,Flagstaff Station
7,03/08/2016 04:00,2016,August,3,Wednesday,4,13,Flagstaff Station
133,03/08/2016 05:00,2016,August,3,Wednesday,5,13,Flagstaff Station
718,03/08/2016 06:00,2016,August,3,Wednesday,6,13,Flagstaff Station
2376,03/08/2016 07:00,2016,August,3,Wednesday,7,13,Flagstaff Station
5430,03/08/2016 08:00,2016,August,3,Wednesday,8,13,Flagstaff Station
2692,03/08/2016 09:00,2016,August,3,Wednesday,9,13,Flagstaff Station
1006,03/08/2016 10:00,2016,August,3,Wednesday,10,13,Flagstaff Station
815,03/08/2016 11:00,2016,August,3,Wednesday,11,13,Flagstaff Station
1189,03/08/2016 12:00,2016,August,3,Wednesday,12,13,Flagstaff Station
1229,03/08/2016 13:00,2016,August,3,Wednesday,13,13,Flagstaff Station
1017,03/08/2016 14:00,2016,August,3,Wednesday,14,13,Flagstaff Station
1337,03/08/2016 15:00,2016,August,3,Wednesday,15,13,Flagstaff Station
2427,03/08/2016 16:00,2016,August,3,Wednesday,16,13,Flagstaff Station
3983,03/08/2016 17:00,2016,August,3,Wednesday,17,13,Flagstaff Station
1933,03/08/2016 18:00,2016,August,3,Wednesday,18,13,Flagstaff Station
766,03/08/2016 19:00,2016,August,3,Wednesday,19,13,Flagstaff Station
325,03/08/2016 20:00,2016,August,3,Wednesday,20,13,Flagstaff Station
314,03/08/2016 21:00,2016,August,3,Wednesday,21,13,Flagstaff Station
159,03/08/2016 22:00,2016,August,3,Wednesday,22,13,Flagstaff Station
150,03/08/2016 23:00,2016,August,3,Wednesday,23,13,Flagstaff Station
60,04/08/2016 00:00,2016,August,4,Thursday,0,13,Flagstaff Station
34,04/08/2016 01:00,2016,August,4,Thursday,1,13,Flagstaff Station
8,04/08/2016 02:00,2016,August,4,Thursday,2,13,Flagstaff Station
10,04/08/2016 03:00,2016,August,4,Thursday,3,13,Flagstaff Station
4,04/08/2016 04:00,2016,August,4,Thursday,4,13,Flagstaff Station
124,04/08/2016 05:00,2016,August,4,Thursday,5,13,Flagstaff Station
714,04/08/2016 06:00,2016,August,4,Thursday,6,13,Flagstaff Station
2326,04/08/2016 07:00,2016,August,4,Thursday,7,13,Flagstaff Station
4996,04/08/2016 08:00,2016,August,4,Thursday,8,13,Flagstaff Station
2666,04/08/2016 09:00,2016,August,4,Thursday,9,13,Flagstaff Station
1029,04/08/2016 10:00,2016,August,4,Thursday,10,13,Flagstaff Station
991,04/08/2016 11:00,2016,August,4,Thursday,11,13,Flagstaff Station
1220,04/08/2016 12:00,2016,August,4,Thursday,12,13,Flagstaff Station
1317,04/08/2016 13:00,2016,August,4,Thursday,13,13,Flagstaff Station
1090,04/08/2016 14:00,2016,August,4,Thursday,14,13,Flagstaff Station
1200,04/08/2016 15:00,2016,August,4,Thursday,15,13,Flagstaff Station
2407,04/08/2016 16:00,2016,August,4,Thursday,16,13,Flagstaff Station
3954,04/08/2016 17:00,2016,August,4,Thursday,17,13,Flagstaff Station
1828,04/08/2016 18:00,2016,August,4,Thursday,18,13,Flagstaff Station
602,04/08/2016 19:00,2016,August,4,Thursday,19,13,Flagstaff Station
356,04/08/2016 20:00,2016,August,4,Thursday,20,13,Flagstaff Station
245,04/08/2016 21:00,2016,August,4,Thursday,21,13,Flagstaff Station
188,04/08/2016 22:00,2016,August,4,Thursday,22,13,Flagstaff Station
138,04/08/2016 23:00,2016,August,4,Thursday,23,13,Flagstaff Station
51,05/08/2016 00:00,2016,August,5,Friday,0,13,Flagstaff Station
18,05/08/2016 01:00,2016,August,5,Friday,1,13,Flagstaff Station
10,05/08/2016 02:00,2016,August,5,Friday,2,13,Flagstaff Station
10,05/08/2016 03:00,2016,August,5,Friday,3,13,Flagstaff Station
5,05/08/2016 04:00,2016,August,5,Friday,4,13,Flagstaff Station
96,05/08/2016 05:00,2016,August,5,Friday,5,13,Flagstaff Station
612,05/08/2016 06:00,2016,August,5,Friday,6,13,Flagstaff Station
2231,05/08/2016 07:00,2016,August,5,Friday,7,13,Flagstaff Station
4908,05/08/2016 08:00,2016,August,5,Friday,8,13,Flagstaff Station
2658,05/08/2016 09:00,2016,August,5,Friday,9,13,Flagstaff Station
983,05/08/2016 10:00,2016,August,5,Friday,10,13,Flagstaff Station
884,05/08/2016 11:00,2016,August,5,Friday,11,13,Flagstaff Station
1277,05/08/2016 12:00,2016,August,5,Friday,12,13,Flagstaff Station
1236,05/08/2016 13:00,2016,August,5,Friday,13,13,Flagstaff Station
1061,05/08/2016 14:00,2016,August,5,Friday,14,13,Flagstaff Station
1324,05/08/2016 15:00,2016,August,5,Friday,15,13,Flagstaff Station
2239,05/08/2016 16:00,2016,August,5,Friday,16,13,Flagstaff Station
3552,05/08/2016 17:00,2016,August,5,Friday,17,13,Flagstaff Station
1714,05/08/2016 18:00,2016,August,5,Friday,18,13,Flagstaff Station
568,05/08/2016 19:00,2016,August,5,Friday,19,13,Flagstaff Station
313,05/08/2016 20:00,2016,August,5,Friday,20,13,Flagstaff Station
318,05/08/2016 21:00,2016,August,5,Friday,21,13,Flagstaff Station
230,05/08/2016 22:00,2016,August,5,Friday,22,13,Flagstaff Station
187,05/08/2016 23:00,2016,August,5,Friday,23,13,Flagstaff Station
117,06/08/2016 00:00,2016,August,6,Saturday,0,13,Flagstaff Station
69,06/08/2016 01:00,2016,August,6,Saturday,1,13,Flagstaff Station
27,06/08/2016 02:00,2016,August,6,Saturday,2,13,Flagstaff Station
33,06/08/2016 03:00,2016,August,6,Saturday,3,13,Flagstaff Station
10,06/08/2016 04:00,2016,August,6,Saturday,4,13,Flagstaff Station
19,06/08/2016 05:00,2016,August,6,Saturday,5,13,Flagstaff Station
34,06/08/2016 06:00,2016,August,6,Saturday,6,13,Flagstaff Station
99,06/08/2016 07:00,2016,August,6,Saturday,7,13,Flagstaff Station
211,06/08/2016 08:00,2016,August,6,Saturday,8,13,Flagstaff Station
243,06/08/2016 09:00,2016,August,6,Saturday,9,13,Flagstaff Station
258,06/08/2016 10:00,2016,August,6,Saturday,10,13,Flagstaff Station
286,06/08/2016 11:00,2016,August,6,Saturday,11,13,Flagstaff Station
327,06/08/2016 12:00,2016,August,6,Saturday,12,13,Flagstaff Station
304,06/08/2016 13:00,2016,August,6,Saturday,13,13,Flagstaff Station
343,06/08/2016 14:00,2016,August,6,Saturday,14,13,Flagstaff Station
250,06/08/2016 15:00,2016,August,6,Saturday,15,13,Flagstaff Station
280,06/08/2016 16:00,2016,August,6,Saturday,16,13,Flagstaff Station
302,06/08/2016 17:00,2016,August,6,Saturday,17,13,Flagstaff Station
303,06/08/2016 18:00,2016,August,6,Saturday,18,13,Flagstaff Station
239,06/08/2016 19:00,2016,August,6,Saturday,19,13,Flagstaff Station
188,06/08/2016 20:00,2016,August,6,Saturday,20,13,Flagstaff Station
154,06/08/2016 21:00,2016,August,6,Saturday,21,13,Flagstaff Station
304,06/08/2016 22:00,2016,August,6,Saturday,22,13,Flagstaff Station
228,06/08/2016 23:00,2016,August,6,Saturday,23,13,Flagstaff Station
108,07/08/2016 00:00,2016,August,7,Sunday,0,13,Flagstaff Station
87,07/08/2016 01:00,2016,August,7,Sunday,1,13,Flagstaff Station
35,07/08/2016 02:00,2016,August,7,Sunday,2,13,Flagstaff Station
49,07/08/2016 03:00,2016,August,7,Sunday,3,13,Flagstaff Station
35,07/08/2016 04:00,2016,August,7,Sunday,4,13,Flagstaff Station
27,07/08/2016 05:00,2016,August,7,Sunday,5,13,Flagstaff Station
17,07/08/2016 06:00,2016,August,7,Sunday,6,13,Flagstaff Station
25,07/08/2016 07:00,2016,August,7,Sunday,7,13,Flagstaff Station
126,07/08/2016 08:00,2016,August,7,Sunday,8,13,Flagstaff Station
188,07/08/2016 09:00,2016,August,7,Sunday,9,13,Flagstaff Station
193,07/08/2016 10:00,2016,August,7,Sunday,10,13,Flagstaff Station
221,07/08/2016 11:00,2016,August,7,Sunday,11,13,Flagstaff Station
204,07/08/2016 12:00,2016,August,7,Sunday,12,13,Flagstaff Station
290,07/08/2016 13:00,2016,August,7,Sunday,13,13,Flagstaff Station
202,07/08/2016 14:00,2016,August,7,Sunday,14,13,Flagstaff Station
204,07/08/2016 15:00,2016,August,7,Sunday,15,13,Flagstaff Station
223,07/08/2016 16:00,2016,August,7,Sunday,16,13,Flagstaff Station
163,07/08/2016 17:00,2016,August,7,Sunday,17,13,Flagstaff Station
195,07/08/2016 18:00,2016,August,7,Sunday,18,13,Flagstaff Station
161,07/08/2016 19:00,2016,August,7,Sunday,19,13,Flagstaff Station
100,07/08/2016 20:00,2016,August,7,Sunday,20,13,Flagstaff Station
114,07/08/2016 21:00,2016,August,7,Sunday,21,13,Flagstaff Station
122,07/08/2016 22:00,2016,August,7,Sunday,22,13,Flagstaff Station
93,07/08/2016 23:00,2016,August,7,Sunday,23,13,Flagstaff Station
44,08/08/2016 00:00,2016,August,8,Monday,0,13,Flagstaff Station
29,08/08/2016 01:00,2016,August,8,Monday,1,13,Flagstaff Station
11,08/08/2016 02:00,2016,August,8,Monday,2,13,Flagstaff Station
9,08/08/2016 03:00,2016,August,8,Monday,3,13,Flagstaff Station
10,08/08/2016 04:00,2016,August,8,Monday,4,13,Flagstaff Station
102,08/08/2016 05:00,2016,August,8,Monday,5,13,Flagstaff Station
545,08/08/2016 06:00,2016,August,8,Monday,6,13,Flagstaff Station
2246,08/08/2016 07:00,2016,August,8,Monday,7,13,Flagstaff Station
5145,08/08/2016 08:00,2016,August,8,Monday,8,13,Flagstaff Station
2699,08/08/2016 09:00,2016,August,8,Monday,9,13,Flagstaff Station
953,08/08/2016 10:00,2016,August,8,Monday,10,13,Flagstaff Station
766,08/08/2016 11:00,2016,August,8,Monday,11,13,Flagstaff Station
1127,08/08/2016 12:00,2016,August,8,Monday,12,13,Flagstaff Station
1173,08/08/2016 13:00,2016,August,8,Monday,13,13,Flagstaff Station
970,08/08/2016 14:00,2016,August,8,Monday,14,13,Flagstaff Station
1174,08/08/2016 15:00,2016,August,8,Monday,15,13,Flagstaff Station
2413,08/08/2016 16:00,2016,August,8,Monday,16,13,Flagstaff Station
4249,08/08/2016 17:00,2016,August,8,Monday,17,13,Flagstaff Station
1834,08/08/2016 18:00,2016,August,8,Monday,18,13,Flagstaff Station
622,08/08/2016 19:00,2016,August,8,Monday,19,13,Flagstaff Station
301,08/08/2016 20:00,2016,August,8,Monday,20,13,Flagstaff Station
208,08/08/2016 21:00,2016,August,8,Monday,21,13,Flagstaff Station
139,08/08/2016 22:00,2016,August,8,Monday,22,13,Flagstaff Station
78,08/08/2016 23:00,2016,August,8,Monday,23,13,Flagstaff Station
30,09/08/2016 00:00,2016,August,9,Tuesday,0,13,Flagstaff Station
18,09/08/2016 01:00,2016,August,9,Tuesday,1,13,Flagstaff Station
6,09/08/2016 02:00,2016,August,9,Tuesday,2,13,Flagstaff Station
10,09/08/2016 03:00,2016,August,9,Tuesday,3,13,Flagstaff Station
9,09/08/2016 04:00,2016,August,9,Tuesday,4,13,Flagstaff Station
130,09/08/2016 05:00,2016,August,9,Tuesday,5,13,Flagstaff Station
662,09/08/2016 06:00,2016,August,9,Tuesday,6,13,Flagstaff Station
2211,09/08/2016 07:00,2016,August,9,Tuesday,7,13,Flagstaff Station
4740,09/08/2016 08:00,2016,August,9,Tuesday,8,13,Flagstaff Station
2903,09/08/2016 09:00,2016,August,9,Tuesday,9,13,Flagstaff Station
1146,09/08/2016 10:00,2016,August,9,Tuesday,10,13,Flagstaff Station
988,09/08/2016 11:00,2016,August,9,Tuesday,11,13,Flagstaff Station
1224,09/08/2016 12:00,2016,August,9,Tuesday,12,13,Flagstaff Station
1364,09/08/2016 13:00,2016,August,9,Tuesday,13,13,Flagstaff Station
1136,09/08/2016 14:00,2016,August,9,Tuesday,14,13,Flagstaff Station
1287,09/08/2016 15:00,2016,August,9,Tuesday,15,13,Flagstaff Station
2530,09/08/2016 16:00,2016,August,9,Tuesday,16,13,Flagstaff Station
4079,09/08/2016 17:00,2016,August,9,Tuesday,17,13,Flagstaff Station
2034,09/08/2016 18:00,2016,August,9,Tuesday,18,13,Flagstaff Station
693,09/08/2016 19:00,2016,August,9,Tuesday,19,13,Flagstaff Station
351,09/08/2016 20:00,2016,August,9,Tuesday,20,13,Flagstaff Station
238,09/08/2016 21:00,2016,August,9,Tuesday,21,13,Flagstaff Station
145,09/08/2016 22:00,2016,August,9,Tuesday,22,13,Flagstaff Station
81,09/08/2016 23:00,2016,August,9,Tuesday,23,13,Flagstaff Station
49,10/08/2016 00:00,2016,August,10,Wednesday,0,13,Flagstaff Station
18,10/08/2016 01:00,2016,August,10,Wednesday,1,13,Flagstaff Station
9,10/08/2016 02:00,2016,August,10,Wednesday,2,13,Flagstaff Station
11,10/08/2016 03:00,2016,August,10,Wednesday,3,13,Flagstaff Station
18,10/08/2016 04:00,2016,August,10,Wednesday,4,13,Flagstaff Station
109,10/08/2016 05:00,2016,August,10,Wednesday,5,13,Flagstaff Station
683,10/08/2016 06:00,2016,August,10,Wednesday,6,13,Flagstaff Station
2391,10/08/2016 07:00,2016,August,10,Wednesday,7,13,Flagstaff Station
5173,10/08/2016 08:00,2016,August,10,Wednesday,8,13,Flagstaff Station
2593,10/08/2016 09:00,2016,August,10,Wednesday,9,13,Flagstaff Station
1037,10/08/2016 10:00,2016,August,10,Wednesday,10,13,Flagstaff Station
925,10/08/2016 11:00,2016,August,10,Wednesday,11,13,Flagstaff Station
1173,10/08/2016 12:00,2016,August,10,Wednesday,12,13,Flagstaff Station
1320,10/08/2016 13:00,2016,August,10,Wednesday,13,13,Flagstaff Station
1150,10/08/2016 14:00,2016,August,10,Wednesday,14,13,Flagstaff Station
1316,10/08/2016 15:00,2016,August,10,Wednesday,15,13,Flagstaff Station
2481,10/08/2016 16:00,2016,August,10,Wednesday,16,13,Flagstaff Station
4149,10/08/2016 17:00,2016,August,10,Wednesday,17,13,Flagstaff Station
1825,10/08/2016 18:00,2016,August,10,Wednesday,18,13,Flagstaff Station
705,10/08/2016 19:00,2016,August,10,Wednesday,19,13,Flagstaff Station
361,10/08/2016 20:00,2016,August,10,Wednesday,20,13,Flagstaff Station
287,10/08/2016 21:00,2016,August,10,Wednesday,21,13,Flagstaff Station
167,10/08/2016 22:00,2016,August,10,Wednesday,22,13,Flagstaff Station
88,10/08/2016 23:00,2016,August,10,Wednesday,23,13,Flagstaff Station
42,11/08/2016 00:00,2016,August,11,Thursday,0,13,Flagstaff Station
16,11/08/2016 01:00,2016,August,11,Thursday,1,13,Flagstaff Station
11,11/08/2016 02:00,2016,August,11,Thursday,2,13,Flagstaff Station
12,11/08/2016 03:00,2016,August,11,Thursday,3,13,Flagstaff Station
7,11/08/2016 04:00,2016,August,11,Thursday,4,13,Flagstaff Station
105,11/08/2016 05:00,2016,August,11,Thursday,5,13,Flagstaff Station
702,11/08/2016 06:00,2016,August,11,Thursday,6,13,Flagstaff Station
2397,11/08/2016 07:00,2016,August,11,Thursday,7,13,Flagstaff Station
4731,11/08/2016 08:00,2016,August,11,Thursday,8,13,Flagstaff Station
2647,11/08/2016 09:00,2016,August,11,Thursday,9,13,Flagstaff Station
1052,11/08/2016 10:00,2016,August,11,Thursday,10,13,Flagstaff Station
832,11/08/2016 11:00,2016,August,11,Thursday,11,13,Flagstaff Station
1144,11/08/2016 12:00,2016,August,11,Thursday,12,13,Flagstaff Station
1293,11/08/2016 13:00,2016,August,11,Thursday,13,13,Flagstaff Station
1074,11/08/2016 14:00,2016,August,11,Thursday,14,13,Flagstaff Station
1277,11/08/2016 15:00,2016,August,11,Thursday,15,13,Flagstaff Station
2412,11/08/2016 16:00,2016,August,11,Thursday,16,13,Flagstaff Station
3975,11/08/2016 17:00,2016,August,11,Thursday,17,13,Flagstaff Station
1748,11/08/2016 18:00,2016,August,11,Thursday,18,13,Flagstaff Station
662,11/08/2016 19:00,2016,August,11,Thursday,19,13,Flagstaff Station
363,11/08/2016 20:00,2016,August,11,Thursday,20,13,Flagstaff Station
240,11/08/2016 21:00,2016,August,11,Thursday,21,13,Flagstaff Station
200,11/08/2016 22:00,2016,August,11,Thursday,22,13,Flagstaff Station
107,11/08/2016 23:00,2016,August,11,Thursday,23,13,Flagstaff Station
59,12/08/2016 00:00,2016,August,12,Friday,0,13,Flagstaff Station
21,12/08/2016 01:00,2016,August,12,Friday,1,13,Flagstaff Station
22,12/08/2016 02:00,2016,August,12,Friday,2,13,Flagstaff Station
9,12/08/2016 03:00,2016,August,12,Friday,3,13,Flagstaff Station
16,12/08/2016 04:00,2016,August,12,Friday,4,13,Flagstaff Station
100,12/08/2016 05:00,2016,August,12,Friday,5,13,Flagstaff Station
642,12/08/2016 06:00,2016,August,12,Friday,6,13,Flagstaff Station
2235,12/08/2016 07:00,2016,August,12,Friday,7,13,Flagstaff Station
4478,12/08/2016 08:00,2016,August,12,Friday,8,13,Flagstaff Station
2476,12/08/2016 09:00,2016,August,12,Friday,9,13,Flagstaff Station
1099,12/08/2016 10:00,2016,August,12,Friday,10,13,Flagstaff Station
863,12/08/2016 11:00,2016,August,12,Friday,11,13,Flagstaff Station
1336,12/08/2016 12:00,2016,August,12,Friday,12,13,Flagstaff Station
1208,12/08/2016 13:00,2016,August,12,Friday,13,13,Flagstaff Station
1150,12/08/2016 14:00,2016,August,12,Friday,14,13,Flagstaff Station
1222,12/08/2016 15:00,2016,August,12,Friday,15,13,Flagstaff Station
2255,12/08/2016 16:00,2016,August,12,Friday,16,13,Flagstaff Station
3367,12/08/2016 17:00,2016,August,12,Friday,17,13,Flagstaff Station
1453,12/08/2016 18:00,2016,August,12,Friday,18,13,Flagstaff Station
566,12/08/2016 19:00,2016,August,12,Friday,19,13,Flagstaff Station
296,12/08/2016 20:00,2016,August,12,Friday,20,13,Flagstaff Station
